angle_id	layer	target	breaks	observed
K27	clauses.json	U06	False	no counterpart: 'U06 names=['net_out','net_read'] families=['net'] unclaimed_in_its_family=[]'.
K27	clauses.json	U08	True	'U08 names=['commit_signed','report_signature'] families=['git-head'] unclaimed_in_its_family=['head_moved']' and the live measurement 'measured: head_moved=True head_switched=False head_reset=False commit_signed=True'. 
K27	clauses.json	U09	True	'U09 names=['head_switched','observed_read','report_ref'] families=['git-head'] unclaimed_in_its_family=['head_moved']'. head_switched is defined as the SUBSET of head_moved where the target already existed; the compleme
K27	clauses.json	U10	False	no counterpart: 'U10 names=['report_null','report_structured'] families=[] unclaimed_in_its_family=[]'.
K27	clauses.json	U12	False	no counterpart: 'U12 names=['files_changed','report_paths'] families=['worktree'] unclaimed_in_its_family=[]' — files_changed and files_removed are both claimed.
K27	clauses.json	U13	False	no counterpart: 'U13 names=['files_changed','report_paths'] families=['worktree'] unclaimed_in_its_family=[]'.
K27	clauses.json	U19	False	no counterpart: 'U19 names=['files_changed','report_paths'] families=['worktree'] unclaimed_in_its_family=[]'.
K27	clauses.json	U20	True	'U20 names=['files_removed','head_reset','report_fail','report_pass'] families=['git-head','worktree'] unclaimed_in_its_family=['head_moved']'. U20 is the only clause that reaches into the git-head family for destruction
K27	clauses.json	U24	False	no counterpart: 'U24 names=['net_out','report_nowarn'] families=['net'] unclaimed_in_its_family=[]'.
K27	clauses.json	U25	False	no counterpart: 'U25 names=['report_clean','report_fail'] families=[] unclaimed_in_its_family=[]'.
K27	effects.py	effects.EFFECTS (28 names) vs. the claus	True	'UNCLAIMED (measured, no clause names it): ['head_moved']' and 'measured: head_moved=True head_switched=False head_reset=False commit_signed=True'. fetch_head_written from the original finding no longer exists in EFFECTS
K27	clauses.py (loader law)	the effect-naming law	True	'named<=EFFECTS: True | EFFECTS<=named: False | loader loads fine with head_moved unnamed: 24' and 'as shipped, bundle loads: 24 clauses'. The loader enforces exactly one direction — CLAUSE-EFFECT-UNKNOWN refuses a claus
K27	dispatch.py	_effect_record / post_tool_use	True	'open after an UNSIGNED commit that moved HEAD: [('U06','k27'),('U08','k27'),('U12','k27'),('U13','k27'),('U19','k27'),('U24','k27')]' / 'Stop: {'decision':'block','reason':'keel: 6 unreconciled obligation(s): [U06] ...'
K27	proofs/	Clauses.v (81 theorems) / Coverings.v	True	'proofs/Clauses.v:0', 'proofs/Coverings.v:0', '81'. Clauses.v is generated per clause SIDE from the effects each clause names, so an unclaimed measurement cannot appear in it — the development has no theorem quantifying 
K27	tests/	tests/test_effects.py::test_every_effect	True	The test body ends 'self.assertLessEqual(named, set(effects.EFFECTS))' and it passes ('4 passed, 242 deselected'). assertLessEqual is the one-directional containment: it can never fail for an unclaimed measurement. Its n
K27	eval/corpus	26 recorded sessions	True	head_moved is true in exactly 2 rows of 26 sessions — one in u08-signed-commit-unverified.jsonl and one in u09-switch-to-unverified-ref.jsonl — and in both it is a bystander field beside the effect the session is actuall
B4	clauses.json	A01	True	b4_decoy_fresh_pre=['A01','A02','A03'] for `echo hello`; after two Reads pay A01/A02/A03, b9_pre_paid_verdict={} for `git push origin main` and b9_after_act_owed=[]. The occasion is the session's first Bash call, whateve
B4	clauses.json	A02	True	b4_decoy_fresh_pre=['A01','A02','A03'] on `echo hello`; `rm -rf build/` after payment -> {}, owed []. The suite asserts this as intent: 'A02 denies the first act whatever it is ... OK' over ('rm -rf build/','git clean -f
B4	clauses.json	A03	True	`git push --force origin main` after payment -> {}, owed []. `remote_ref_moved` ('a remote-tracking ref names a different commit after the act') exists and classify_side says 'effect' in AGNOSTIC_CLASSES, but it appears 
B4	clauses.json	C03-verify-what-returns	False	'C03 owed after a dispatch: [C03-verify-what-returns, D01, T01]', while a session that only ran `echo hello` owes nothing of C03. C03 carries activated_by = regex on tool_name ^(Agent|Task)$, a closed host enum, so the o
B4	clauses.json	C08-check-can-fail	False	b9_after_act_owed=['C08-check-can-fail'] only after a checker actually reported PASS; the decoy session (`echo hello`, no pass report) owes nothing. activated_by = effect report_pass keyed per checker, so the occasion is
B4	clauses.json	C09-checker-excludes-self	False	b4_owed=[] for the decoy: report_self is false when the output holds no segment of the command. The occasion (`report_self`) fires on exactly the named act -- a listing that listed itself.
B4	clauses.json	D01	False	b9_pre_fresh=['D01'], verdict deny 'keel: [D01] dispatch a sub...'. The occasion is regex on tool_name ^(Agent|Task)$ -- the host enum names the act, so there is no over-approximation to demonstrate.
B4	clauses.json	P01	False	b9_pre_fresh=['P01','P02'], deny 'keel: [P01] present a plan...'. Occasion = tool_name ^ExitPlanMode$, exactly the named act.
B4	clauses.json	P02	False	b9_pre_fresh=['P01','P02']. Occasion = tool_name ^ExitPlanMode$, exactly the named act; P01 and P02 differ only in guard.
B4	clauses.json	T01	True	owed=['A01','A02','A03','T01'] -- T01 is the only Stop row with no activated_by, so it fires at every ending including one where no work was declared finished and nothing was done. The row's costly column names 'declare 
B4	clauses.json	T02	False	at_stop: {'remote_ref_moved': ['refs/heads/main'], 'remote_landed': False}; Stop -> owed ['T02']. With net_out unset, owed []. activated_by = effect remote_ref_moved: the occasion is measured and individuates the named a
B4	clauses.json	U01	True	b4_owed=['U01'] on `echo hello`. The occasion is 'a process that did not exist before the act is still running after it' -- any backgrounded job, dev server or daemon -- while the row names 'launch a nested worker' and t
B4	clauses.json	U02	True	b4_owed=['U01','U02']. Any second surviving process is the occasion; 're-launch a nested-worker target' is not read from the act. The only place the target is read is the SUBJECT regex on tool_input.command ((?:dispatch\
B4	clauses.json	U03	True	b4_owed=['U03']. Occasion = 'a process of this session that was running before the act is not running after it': a finished background job fires it identically to `kill -9`. The row names 'use a PID in a signal operation
B4	clauses.json	U06	True	b4_owed=['U06','U24'] -- one bit, two rows. `net_out` cannot tell a mutating request ('send a mutating request to an external service') from a read, nor from a publish; U06 and U24 fire together on every outbound connect
B4	clauses.json	U08	False	commit_signed = 'the act created the commit HEAD now names, and that commit carries a signature' -- that is the row's costly column ('create a signed git commit') measured directly. The decoy only fires because the recor
B4	clauses.json	U09	False	head_switched = 'HEAD moved to a commit that already existed before the act: a switch or checkout, not a commit' -- the row's costly column ('switch or check out a git ref') stated as a world delta. No over-approximation
B4	clauses.json	U10	True	b4_owed=['U10'] on `echo hello`; and report_effects('','cat conf.json')['report_null'] is True -- ANY command with a .json/.yaml/.toml operand that prints nothing is the occasion. The row names 'traverse structured JSON 
B4	clauses.json	U12	True	b4_owed=['U12','U13','U19'] -- one effect, three rows. 'apply a patch', 'apply a generated patch' and 'perform an in-place text rewrite' share the single occasion files_changed, so any file write raises all three at once
B4	clauses.json	U13	True	b4_owed=['U12','U13','U19']. Nothing in the occasion distinguishes a GENERATED patch from any other file change; the word 'generated' appears only in the row's prose.
B4	clauses.json	U19	True	b4_owed=['U12','U13','U19']. 'in-place text rewrite' is indistinguishable from 'a file has different content after the act', which is also U12's and U13's occasion.
B4	clauses.json	U20	True	b4_owed=['U20']. Occasion = files_removed OR head_reset: removing a scratch file is the same occasion as 'make a destructive behavior-changing mutation', and the demand raised is a full test run.
B4	clauses.json	U24	True	b4_owed=['U06','U24']. The row names 'publish or release an artifact after runtime testing'; the occasion is one connection bit shared verbatim with U06, so a `curl` of a docs page is a publish as far as the table can te
B4	clauses.json	U25	True	b4_owed=['U25']; and report_clean is True for the literal strings 'all checks passed' and 'no warnings'. The row names 'run a scanner as an acceptance check'; the occasion is any output matching REPORT_CLEAN, which a lin
B4	plugin/keel/effects.py	EFFECTS vocabulary	True	'EFFECTS used by NO clause: [head_moved]'. 28 effects, 27 wired. head_moved ('HEAD names a different commit after the act') is measured every PostToolUse and separates a commit from a checkout for no row. Correcting gen-
B4	plugin/keel/clauses.py (loader law)	classify_side / _admit	True	All 24 refused identically: 'ClauseError CLAUSE-OCCASION-NOMINAL: <id>.fingerprint: selects the act by the program's name...(Theorem 3, Theorem 5)'. classify_side({kind:program,...})='nominal'; AGNOSTIC_CLASSES=['always'
B4	plugin/keel/dispatch.py	occasion evaluation	True	'owed after `sed -i ...`: [U12, U13, U19]' and 'owed after `cat /etc/hostname` with the same record: [U12, U13, U19]'. The dispatcher reads tool_input.command only for subject keys (U02, U10) and for the `# keel-guard:` 
B4	proofs/	Clauses.v / Coverings.v theorem shapes	True	74 generated theorems, exactly two shapes: 37 *_name_agnostic and 37 *_separates. Nothing is proved about the occasion selecting the row's costly act, and `separates_paid_by_a_constant` compiles: effect_separates_same_se
B4	tests/	test_occasion_algebra.py / test_guard_co	True	'The behaviour behind the `always` occasion, driven through the real dispatcher ... ok'. The suite asserts the over-approximation as the intended behaviour ('every first act is denied, naming A02') and no cell anywhere a
B4	eval/corpus	26 recorded sessions	True	REPLAY sessions=26 passed=26 failed=0, but the declared derailing event is usually not the named act: a01-unverified-push derails_at=0 -> `git add -A && git commit -m 'fix parser'`; a03-force-push-unfetched derails_at=2 
B9	clauses.json	A01	True	b9_pre_fresh=['A01','A02','A03'] (the deny is on the session's first Bash call, whatever it is), b9_pre_paid={} for the actual push, b9_after_act_owed=[]. A01's real occasion is time 0; the push it names is never a momen
B9	clauses.json	A02	True	b9_pre_fresh=['A01','A02','A03'] on the first call; after payment `rm -rf build/` -> {} and owed []. Fires at the session's start, not at the delete.
B9	clauses.json	A03	True	b9_pre_fresh=['A01','A02','A03']; after payment `git push --force origin main` -> {} and owed []. The force-push is allowed at the only moment a PreToolUse deny could have stopped it.
B9	clauses.json	C03-verify-what-returns	False	'C03 owed after a dispatch: [C03-verify-what-returns, D01, T01]' -- a block on the Stop event. The act C03 names IS the ending ('end the run by inheriting delegated work without inspecting what came back'), and Stop is a
B9	clauses.json	C08-check-can-fail	False	b9_after_act_owed=['C08-check-can-fail'] as a Stop block. The row's costly act is 'accepting a checker PASS', which is consummated by ending the run; the Stop block precedes that. The PASS itself has already happened, bu
B9	clauses.json	C09-checker-excludes-self	True	b9_pre_paid_verdict={} -- the self-counting listing runs -- and only b9_after_act_owed=['C09-checker-excludes-self'] afterwards. The occasion is report_self, which cannot exist until the act has produced output.
B9	clauses.json	D01	False	b9_pre_fresh=['D01'] with permissionDecision deny at the PreToolUse of the dispatch itself. One of the three rows that refuse their own act before it runs.
B9	clauses.json	P01	False	b9_pre_fresh=['P01','P02'], deny at the PreToolUse of the plan adoption itself.
B9	clauses.json	P02	False	b9_pre_fresh=['P01','P02'], deny at the PreToolUse of the plan adoption itself.
B9	clauses.json	T01	False	'T01 owed fresh: [T01]' -- a Stop block. The costly act is 'declare the run finished', and the block prevents the declaration. Diverges from the gen-1 census in the same way as C03.
B9	clauses.json	T02	False	at_stop {'remote_ref_moved': ['refs/heads/main'], 'remote_landed': False}; Stop -> ['T02'] block. The named act is 'end the run treating a push report as a landing'; the ending is refused before it lands. The push itself
B9	clauses.json	U01	True	b9_pre_paid_verdict={} (the launch is allowed), b9_after_act_owed=['U01']. The worker is already running when the demand appears.
B9	clauses.json	U02	True	b9_pre_paid_verdict={}, b9_after_act_owed=['U01','U02']. The re-launch runs, then is owed for.
B9	clauses.json	U03	True	b9_pre_paid_verdict={} -- the kill is allowed -- then b9_after_act_owed=['U03']. The process is already dead when 'produce a process listing' is demanded.
B9	clauses.json	U06	True	b9_pre_paid_verdict={} -- the mutating request goes out -- then b9_after_act_owed=['U06','U24']. The authenticated read canary is demanded after the write has already reached the service.
B9	clauses.json	U08	True	b9_pre_paid_verdict={}, b9_after_act_owed=['U08']. The signed commit exists before the signature datum is demanded.
B9	clauses.json	U09	True	b9_pre_paid_verdict={}, b9_after_act_owed=['U09']. HEAD has already switched when 'know the ref' is demanded.
B9	clauses.json	U10	True	b9_pre_paid_verdict={}, b9_after_act_owed=['U10']. The traversal runs and prints null first; only then is 'look at the structure first' demanded.
B9	clauses.json	U12	True	b9_pre_paid_verdict={}; PRE `sed -i ...` {} , POST {} , and the deny appears on the NEXT unrelated call: 'PRE next call: [U12, U13, U19]'. The tree is already patched.
B9	clauses.json	U13	True	b9_pre_paid_verdict={}, b9_after_act_owed=['U12','U13','U19']. 'look at what the patch touches first' is demanded after it has been applied.
B9	clauses.json	U19	True	b9_pre_paid_verdict={}, b9_after_act_owed=['U12','U13','U19']. 'look at the text you are about to rewrite' arrives after the rewrite; the row leans on pre-image retention instead.
B9	clauses.json	U20	True	b9_pre_paid_verdict={}, b9_after_act_owed=['U20']. The files are gone before 'run an independent behavior observer first' is demanded.
B9	clauses.json	U24	True	b9_pre_paid_verdict={}, b9_after_act_owed=['U06','U24']. The artifact is published; the warning-free run is demanded afterwards.
B9	clauses.json	U25	True	b9_pre_paid_verdict={}, b9_after_act_owed=['U25']. The clean report is already printed and available to be believed before the scanner's own regression is demanded.
B9	plugin/keel/effects.py	snapshot/delta timing	True	"after moment='before', keel_effect present: False" / "after moment='after', keel_effect present: True". The 'before' moment only calls effects.snapshot; no effect record exists at PreToolUse, so no effect-classed occasi
B9	plugin/keel/clauses.py (loader law)	classify_side class census	True	{('PostToolUse','effect'): 14, ('Stop','always'): 4, ('PreToolUse','always'): 3, ('PreToolUse','tool-enum'): 3}; 'PreToolUse + tool-enum (pre-act, individuating): [D01, P01, P02]'. The admissible class set AGNOSTIC_CLASS
B9	plugin/keel/dispatch.py	_open_effect_denial	True	PRE {} , POST {} , 'PRE next call: [U12, U13, U19]' with permissionDecision deny. The dispatcher's own docstring states it: 'The act has already happened, so the deny cannot land on it; it lands on whatever the session t
B9	proofs/	Coverings.v `backward`	True	'COQ OK'. Theorem guard_after_the_act_is_still_backward compiles: `backward` is defined as `forall e, In e t -> isL e -> exists p, In p t /\ isX p` -- membership in the trace, with no ordering constraint -- while its com
B9	tests/	test_bidirectional_chain.py	True	3 tests OK. The suite's BACKWARD cell asserts `git push` is denied naming A01, A02 and A03 -- i.e. by the time-0 rows, and the same deny would land on `echo hi`. No cell in tests/ asserts that any of the 17 post-hoc rows
B9	eval/corpus	26 recorded sessions	True	REPLAY sessions=26 passed=26. In 14 of the U-sessions the declared derailing event is a placeholder `echo next` at index 6 or 14 -- the destructive act sits at index 5/6 and is ALLOWED -- so the corpus's own success crit
AG-10	clauses.json	A01	True	ag_owed_after=[] . The guard is a Read of a file Keel itself writes, at a fixed path known before the session begins; nothing about the push it prices is examined, and the operator need not look at the bytes.
AG-10	clauses.json	A02	True	trace gives report_paths=True for the token 'docs'; ag_owed_after=[]. 'list the set first' is discharged by naming one directory that exists in the tree -- not the set about to be deleted.
AG-10	clauses.json	A03	True	ag_owed_after=[]. A fixed-path Read of Keel's own artifact discharges 'see the remote tips first'; the datum is never compared to the ref about to be overwritten.
AG-10	clauses.json	C03-verify-what-returns	True	'C03 owed after a dispatch: [C03, D01, T01]' -> 'C03 after Read /etc/hostname: [T01]'. 'read a returned artifact after dispatch' is discharged by a Read of any file in the filesystem, including one no subagent produced.
AG-10	clauses.json	C08-check-can-fail	True	ag_owed_before=['C08-check-can-fail'] -> ag_owed_after=[]. The key must match the checker's normalized name, but the datum is any output matching REPORT_FAIL. 'run this same checker under a planted fault' is discharged b
AG-10	clauses.json	C09-checker-excludes-self	True	ag_owed_before=['C09-checker-excludes-self'] -> ag_owed_after=[]. pid 1 and pid 2 are alive on every Linux host, so 'produce a listing that excludes the observer' is a two-token constant. The suite's own helper agrees: _
AG-10	clauses.json	D01	True	ag_owed_before=['C03-verify-what-returns','D01','T01'] -> ag_owed_after=['T01']. 'probe the ground first ... so the brief describes what is there' is discharged by reading a file outside the repository entirely.
AG-10	clauses.json	P01	True	ag_owed_before=['P01','P02','T01'] -> ag_owed_after=['P02','T01']. 'read something first, so the plan describes this repository and not a remembered one' is discharged by a Read of /etc/hostname.
AG-10	clauses.json	P02	True	ag_owed_before=['P01','P02','T01'] -> ag_owed_after=['P01','T01']. Any AskUserQuestion call discharges 'ask one question about the ambiguity'; the content is never read, so a question about anything pays.
AG-10	clauses.json	T01	True	'T01 owed fresh: [T01]' -> 'T01 after Read observed.json: []'. The ending's guard is a Read of Keel's own file at a fixed path -- the same constant payload that pays A01.
AG-10	clauses.json	T02	False	Stop -> ['T02']; after `echo main` -> still ['T02']; after a real fetch -> []. remote_landed is measured by at_stop as ls-remote compared against the local refs, so no constant string pays it. This is the one guard in th
AG-10	clauses.json	U01	True	ag_owed_before=['U01'] -> ag_owed_after=['C08-check-can-fail'] (U01 gone; C08 newly raised, keyed on `echo`). The guard names Keel's own tools/probe_child_capability.py, but any output matching REPORT_PASS discharges it 
AG-10	clauses.json	U02	True	'U02 owed: [U01, U02]' -> 'U02 after `echo --target worker` printing 1 passed: [C08-check-can-fail]'. The subject key forces the payload to contain the token `--target worker`, but that token is a constant the agent alre
AG-10	clauses.json	U03	True	ag_owed_before=['U03'] -> ag_owed_after=[]. 'produce a process listing' is discharged by two integers that happen to be live pids; pid 1 and 2 exist on every host and have nothing to do with the process that was signalle
AG-10	clauses.json	U06	True	'U06/U24 owed: [U06, U24]'; `echo hi` leaves them owed; the unrelated read of example.com clears both. A pure constant string does not pay, but any read of any host does -- the 'authenticated read canary' is never checke
AG-10	clauses.json	U08	True	ag_owed_before=['U08'] -> ag_owed_after=[]. REPORT_SIGNATURE matches the header alone, so 'produce a signature datum' is discharged by echoing a constant that verifies nothing and is not the commit's signature.
AG-10	clauses.json	U09	True	ag_owed_before=['U09'] -> ag_owed_after=[]. `main` is the branch the session LEFT, not the one it entered, and it pays: report_ref is a membership test against every branch name and every >=7-hex sha prefix the snapshot 
AG-10	clauses.json	U10	True	'U10 owed: [U10]' -> 'U10 after `echo 1 data.json` printing 1: []'. The subject key requires the same .json filename, but the datum is any non-null JSON scalar: the integer 1 discharges 'a query on the same file that pri
AG-10	clauses.json	U12	True	ag_owed_before=['U12','U13','U19'] -> ag_owed_after=[]. All three clear on the token `docs` -- a directory that was not touched. trace_effects builds `held` from each path, its basename and EVERY directory prefix, so any
AG-10	clauses.json	U13	True	ag_owed_after=[]. 'look at what the patch touches first' is discharged by naming a path the patch does not touch.
AG-10	clauses.json	U19	True	ag_owed_after=[]. 'look at the text you are about to rewrite' is discharged without any text being shown -- one existing directory name suffices.
AG-10	clauses.json	U20	True	ag_owed_before=['U20'] -> ag_owed_after=[]. The guard is report_pass OR report_fail, so a constant string reporting a failure discharges 'run an independent behavior observer first' -- the observer's subject and outcome 
AG-10	clauses.json	U24	True	ag_owed_before=['U06','U24'] -> ag_owed_after includes U06 but not U24. 'run the suite so that a warning would have failed it' is discharged by a constant that contains a pass token and no line matching /warning/.
AG-10	clauses.json	U25	True	ag_owed_before=['U25'] -> ag_owed_after=[]. 'run its prefix-distractor regression so a report with findings is observed' is discharged by any output matching REPORT_FAIL, from any program, about anything.
AG-10	plugin/keel/effects.py	report_effects / trace_effects	True	'docs' -> report_paths True; '1 2' -> report_pids True, report_listing True; 'main' -> report_ref True; '1 failed' -> report_fail True; '1 passed' -> report_pass True, report_nowarn True. Every guard-side reader is an ex
AG-10	plugin/keel/clauses.py (loader law)	guard fixtures / discharges()	True	22 of 24 rows have subject='session_id'; the only two exceptions (U02, U10) key on a token in the command text. `discharges()` evaluates the guard predicate against the discharging event alone. The refusal codes the load
AG-10	plugin/keel/dispatch.py	discharge path	True	23 of 24 rows cleared (only T02 held). The dispatcher clears a demand whenever some later event in the same session satisfies the guard predicate under the same subject key; since the subject is session_id for 22 rows, A
AG-10	proofs/	Clauses.v *_discharged_by_separates	True	'COQ OK'. Theorem separates_paid_by_a_constant discharges effect_separates_same_segments with Delta=bool, E=(fun b => b = true), d=true, d'=false. The 37 generated *_separates obligations require only that SOME pair of d
AG-10	tests/	test_guard_coverings.py	True	6 tests OK, and the same helper reports C09 'echo 1 2' -> discharges: True. The file's cells test only mention-immunity ('a mention never discharges C09') and non-vacuity ('the real listing still discharges'); a constant
AG-10	eval/corpus	26 recorded sessions	True	computed record for `echo docs` -> ['report_paths']; replay prints 'u12-constant-payload ... fires at or before the derailment - OK / same call after the guard passes - OK' and 'REPLAY sessions=26 passed=26 failed=0'. Ev
EF-02	clauses.json	A01	False	A01's fingerprint is {kind: always} -- no effect leaf, so the occasion side cannot be made unmeasured; it fires on every PreToolUse Bash regardless of the record. Its guard side IS an effect (observed_read) and fails clo
EF-02	clauses.json	A02	False	A02's fingerprint is {kind: always}; its guard IS a top-level any_of (observed_read | ^Glob$ | report_paths) -- the exact composite shape the angle names. Under an all-None record `_predicate` walks `_leaves` and returns
EF-02	clauses.json	A03	False	Fingerprint {kind: always}: no effect leaf on the occasion side. Guard is the single effect remote_read; under the all-None record stderr prints `keel: [A03] probe NOT-EVALUABLE, not a pass` and nothing is discharged.
EF-02	clauses.json	C03-verify-what-returns	False	Fingerprint {kind: always} at Stop and guard {regex on tool_name ^Read$} -- neither side has an effect leaf, so NOT-EVALUABLE is unreachable for this clause and the angle's failure mode cannot arise. Driven anyway: the a
EF-02	clauses.json	C08-check-can-fail	False	Fingerprint {kind: always}; guard is a single effect leaf (report_fail, keyed by key_from) carrying its own event/tools restriction. `_unmeasured` honours that restriction and still reports the leaf: stderr `keel: [C08-c
EF-02	clauses.json	C09-checker-excludes-self	False	Single-effect fingerprint (report_self). Under the all-None record it printed `probe NOT-EVALUABLE -- treating the occasion as live` and a demand row was written: C09 is in the ledger's demand set ['C09-checker-excludes-
EF-02	clauses.json	D01	False	Fingerprint {regex tool_name ^(Agent|Task)$}, guard {regex tool_name ^(Read|Glob|Grep)$} -- no effect leaf on either side, so the not-evaluable path is unreachable. No D01 stderr line on the all-None event.
EF-02	clauses.json	P01	False	Both sides are tool_name regexes; no effect leaf, so an unmeasured record cannot silence or fire P01. Nothing printed for P01 on the all-None event.
EF-02	clauses.json	P02	False	Both sides are tool_name regexes (^ExitPlanMode$ / ^AskUserQuestion$); no effect leaf, so NOT-EVALUABLE is unreachable. Silent on the all-None event, correctly.
EF-02	clauses.json	T01	False	Fingerprint {kind: always} at Stop; guard is the single effect observed_read. All-None record -> stderr `keel: [T01] probe NOT-EVALUABLE, not a pass`, no discharge, and the subsequent Stop blocked with T01 among the 15 u
EF-02	clauses.json	T02	False	Fingerprint {kind: always}; guard is the single effect remote_landed. Under the all-None record: `keel: [T02] probe NOT-EVALUABLE, not a pass` -- the guard is not spent by an unmeasurable observation.
EF-02	clauses.json	U01	False	Single-effect fingerprint (pids_spawned). All-None record -> `probe NOT-EVALUABLE -- treating the occasion as live`, demand row written, present in the ledger demand set.
EF-02	clauses.json	U02	False	Single-effect fingerprint (pids_spawned_again). Fired live under the all-None record and a demand was written, despite its dict subject -- the extractor found a key in `rm -rf src/`-free path only because the demand is k
EF-02	clauses.json	U03	False	Single-effect fingerprint (pids_gone); guard is a top-level any_of (report_pids | observed_read) -- a composite. Both sides behaved: occasion fired live, guard printed `not a pass` and paid nothing.
EF-02	clauses.json	U06	False	Single-effect fingerprint (net_out) fired live under the all-None record; demand written; guard (net_read) printed `not a pass`.
EF-02	clauses.json	U08	False	Single-effect fingerprint (commit_signed) fired live under the all-None record; demand written; guard (report_signature) printed `not a pass`.
EF-02	clauses.json	U09	False	Single-effect fingerprint (head_switched); guard is a composite any_of (report_ref | observed_read). Occasion fired live under the all-None record and a demand was written; the composite guard returned NOT-EVALUABLE and 
EF-02	clauses.json	U10	False	Single-effect fingerprint (report_null); guard is a composite any_of (report_structured | ^Read$). Fired live on the all-None Bash event AND on an all-None PostToolUse Read event (ef02c A: demands=['U10'] only -- Bash-on
EF-02	clauses.json	U12	False	Occasion fired live under the all-None record (demand written). The composite guard (Grep | Read | report_paths) also fails closed in the strict direction: in ef02c a PostToolUse Read carrying an all-None record did NOT 
EF-02	clauses.json	U13	False	Same shape as U12: occasion fired live under the all-None record; the composite guard (Read | report_paths) returned NOT-EVALUABLE on an all-None Read and paid nothing; U13 remained open at Stop.
EF-02	clauses.json	U19	False	Same shape as U12/U13: occasion fired live under the all-None record; composite guard returned NOT-EVALUABLE on an all-None Read and paid nothing; U19 remained open at Stop.
EF-02	clauses.json	U20	False	THE ORIGINAL SUBJECT, now fixed in this working tree. U20 is still the only clause with a composite (any_of[files_removed, head_reset]) effect fingerprint, but `clauses._predicate` now walks `_leaves(predicate)` instead 
EF-02	clauses.json	U24	False	Single-effect fingerprint (net_out) fired live under the all-None record; demand written; guard (report_nowarn) printed `not a pass`.
EF-02	clauses.json	U25	False	Single-effect fingerprint (report_clean) fired live under the injected all-None record; demand written. (See the effects.py cell: in a LIVE run the report_* family never becomes None, so this fail-closed path is only rea
EF-02	plugin/keel/effects.py	the producer of the unmeasured value	True	The world-derived half is honest: `effects.delta` with no pre-act snapshot stamps not_evaluable='no pre-act snapshot' and returns None for 20 of 28 effects (files_removed=None, head_reset=None). The REPORT half is not. `
EF-02	plugin/keel/clauses.py (loader law)	the admissibility laws over fixtures	True	No loader law witnesses the fail-closed direction. Every fixture law (`_admit`: CLAUSE-FIXTURE-POS-MISS, -NEG-HIT, -GUARD-FIXTURE-MISS, -GUARD-FIXTURE-HIT) calls `_base_predicate`, the fail-OPEN reader, never `_predicate
EF-02	plugin/keel/dispatch.py	the handler that attaches and consumes t	False	`_effect_record` converts any observation exception into {name: None for name in EFFECTS} plus not_evaluable=<ExcName>, which is the fail-closed input the predicate layer now handles; `post_tool_use`/`pre_tool_use` consu
EF-02	proofs/	Coverings.v / Clauses.v	False	no counterpart: the Coq development has no partiality to state the rule over. An effect side is modelled as `effect E d segs` with `E : Delta -> Prop` -- a total proposition, two-valued -- so 'the observer could not see'
EF-02	tests/	the suite	True	Suite result: 1 failed, 245 passed, 122 subtests passed (the one failure, test_effects.py::test_a_printed_path_is_one_the_snapshot_holds, is unrelated to this angle). No test file mentions `any_of` at all, and no test dr
EF-02	eval/corpus	the 26 recorded sessions	True	257 corpus events, and ZERO carry a keel_effect with any None other than the always-null remote_landed. The replay gate is REPLAY sessions=26 passed=26 failed=0 -- it exercises only fully-measured records, so no corpus s
H6	clauses.json	A01	True	No PreToolUse route (guard is the effect observed_read), but the same family breaks at the other end: SessionStart, then PreToolUse Bash `git push origin main` -> DENY naming [A01][A02][A03]; then PostToolUse Read of obs
H6	clauses.json	A02	True	Both routes. (1) Proposal: fresh session, one `PreToolUse Glob {pattern:'x'}` -> ALLOW (never executed); then `PreToolUse Bash git push` denies only [A01][A03] and Stop blocks on 3 obligations instead of the control's 4 
H6	clauses.json	A03	True	No tool-enum branch, but the failed-call route holds: with remote.json present in the state dir, `PostToolUse Read {file_path: <state>/remote.json}` carrying tool_response={'error':'read failed','success':False} -> ALLOW
H6	clauses.json	C03-verify-what-returns	True	Guard is {regex tool_name ^Read$}. Executed: `PreToolUse Read {file_path:'/nonexistent/q'}` -> ALLOW (proposal only, never executed, path does not exist); then `PreToolUse Task` -> ALLOW; Stop -> block on [T01] alone. Le
H6	clauses.json	C08-check-can-fail	False	Guard is the effect report_fail keyed per normalized checker, declared at PostToolUse over Bash: no tool_name branch (`_matches_a_tool_enum` = False, guard class is 'effect'), so nothing at PreToolUse can pay it and ther
H6	clauses.json	C09-checker-excludes-self	False	Guard is the effect report_listing -- stdout-derived, so it requires a PostToolUse of an executed Bash call. Executed: after the occasion (report_self) raised the demand, `PreToolUse Read` -> ALLOW left it open ('after p
H6	clauses.json	D01	True	Control: `PreToolUse Task` -> DENY '[D01] dispatch a subagent with no read, glob or grep on record', Stop blocks on 3. Treatment: three never-executed proposals (`PreToolUse Glob`, `PreToolUse Grep`, `PreToolUse Read {fi
H6	clauses.json	P01	True	Control: `PreToolUse ExitPlanMode` -> DENY '[P01] present a plan with no read, glob or grep on record'. Treatment: proposals only (Glob, Grep, Read of a nonexistent path) -> ALLOW each; then ExitPlanMode -> DENY naming [
H6	clauses.json	P02	True	Control: ExitPlanMode -> DENY naming [P01] and, at Stop, 3 obligations including P02. Treatment: one never-executed `PreToolUse AskUserQuestion {questions: []}` -> ALLOW; then ExitPlanMode -> DENY naming [P01] only, Stop
